PRUEBA,PRECIO
5128,1266.47
5128Sil,2073.77
5129,1214.66
5129Sil,2004.73
5130,660.80
5130Sil,1211.48
5130Vit,3456.36
5131,607.32
5132,541.41
5133,501.41
5133Sil,795.63
5134,541.41
5134Sil,973.05
5134Vit,2592.33
5135,470.51
5135Sil,717.24
5136,815.01
5137,926.53
5138,515.91
5138Vit,2592.33
5139,660.80
5140,541.41
5141,815.01
5141Sil,1245.58
5141Vit,3321.49
5142,1266.47
5142Sil,1789.31
5142Vit,4771.40
5143,1485.36
5144,772.32
5144Sil,1382.37
5145,1266.47
5145Sil,2004.73
5145Vit,4771.24
5146,990.80
5146Sil,1850.98
5146Vit,4113.00
5147,1266.47
5147Sil,1789.31
5148,578.73
5148Sil,1052.30
5148Vit,2937.80
5149,812.53
5150,1508.15
5151,1060.84
5151Sil,1498.98
5151Vit,3997.28
5152,660.80
5152Sil,1209.74
5153,812.53
5154,772.32
5154Sil,1451.65
5154Vit,3456.36
5155,731.07
5155Pol,1119.19
5155Sil,1313.54
5157,700.19
5158,603.19
5159,1093.60
5160,874.29
5160Pol,1382.37
5161,1392.72
5163,731.07
5163Sil,1342.86
5165,607.32
5165Sil,1036.88
5167,660.80
5168,578.73
5169,1318.50
5170,832.85
5170Pol,1255.77
5170Sil,1255.77
5170Vit,4838.73
5171,1266.47
5172,990.80
5173,874.29
5173Vit,3615.35
5174,606.28
5175,660.80
5175Sil,1211.48
5176,924.68
5176Sil,1486.17
5177,925.49
5177Sil,1454.23
5177Vit,3877.86
5178,1060.84
5180,874.29
5181,812.53
5182,607.32
5182Sil,1110.93
5182Vit,3456.36
5183,1146.24
5184,1508.15
5184Sil,2592.33
5187,1318.50
5188,815.01
5188Sil,1495.73
5189,660.80
5189Sil,1211.48
5189Vit,3456.36
5190,1569.93
5191,874.29
5191Sil,1626.03
5193,874.29
5193Pol,1806.90
5193Sil,1626.03
5194,1508.15
5195,967.16
5195Sil,1807.55
5196,1184.18
5197,1040.33
5198,1088.63
5199,1754.60
5200,834.10
5200Sil,1480.31
5200Vit,3291.33
5201,1184.18
5204Pol,1245.77
5205,990.80
5205Pol,2056.61
5205Sil,1850.98
5206,874.29
5208,607.32
5209,616.04
5210,706.41
5211Pol,925.49
5212,665.78
5213Pol,1479.44
5214,660.80
5215,660.80
5216,1103.76
5217Pol,1962.15
5220,1308.76
5221,924.68
5221Sil,1427.32
5222,1386.90
5223,832.85
5223Sil,1427.32
5223Vit,3456.36
5224,1539.03
5224Vit,6115.15
5225,660.80
5225Sil,1009.08
5226,660.80
5226Sil,1211.48
5226Vit,3283.51
5227,924.68
5227Sil,1427.32
5229,924.68
5230,604.23
5230Pol,1555.43
5230Sil,1110.93
5230Vit,3110.67
5231,1139.40
5231Pol,1679.20
5231Sil,2246.62
5231Vit,4478.04
5232,2274.89
5233,1131.53
5233Pol,2729.77
5233Sil,1753.47
5234,1435.60
5234Sil,2707.19
5234Vit,6016.34
5235,1728.69
5236,1366.58
5236Sil,2350.20
5236Vit,5726.45
5238,1060.84
5238Sil,1973.89
5239,924.68
5240,990.80
5241,1689.73
5241Sil,2764.96
5243,578.73
5245,541.41
5246,558.41
5246Sil,839.05
5248,560.89
5248Vit,2626.62
5249,563.79
5249Sil,870.99
5250,731.07
5251,607.32
5251Sil,925.93
5252,519.23
5252Sil,864.03
5252Vit,2592.33
5253,874.29
5254,662.24
5254Pol,1175.22
5254Sil,1110.93
5255,607.32
5256,484.21
5256Pol,959.38
5256Sil,792.16
5258,731.07
5259,660.80
5260,815.01
5260Sil,1313.54
5261,700.19
5261Sil,1070.33
5262,578.73
5263,628.27
5264,530.64
5264Sil,967.62
5266,541.41
5267,578.73
5267Sil,892.48
5268,527.93
5268Sil,1209.74
5269,874.29
5270,578.73
5270Sil,1052.30
5270Vit,2339.56
5271,578.73
5271Sil,877.28
5272,902.70
5272Sil,1555.43
5274,1689.73
5276,1349.59
5277,990.80
5278,1308.76
5278Sil,2467.69
5279,1131.53
5279Sil,2004.73
5280,1705.07
5280Sil,2679.40
5281,1220.65
5281Sil,1602.78
5282,1220.65
5282Sil,2104.39
5282Vit,4675.86
5284,1759.59
5284Sil,2349.35
5285,812.53
5285Pol,2004.73
5285Vit,3291.33
5287,990.80
5287Sil,1542.41
5288,990.80
5289,607.32
5290,607.32
5290Pol,1382.37
5290Sil,925.93
5290Vit,2469.18
5291,772.32
5291Sil,1204.75
5292,607.32
5292Sil,1209.74
5292Vit,2363.45
5293,1093.60
5294,607.32
5294Sil,1110.05
5295,1060.84
5295Vit,3997.28
5296,731.07
5296Sil,1209.74
5297,731.07
5297Sil,1119.19
5298,1131.53
5299,824.77
5300,947.46
5300Sil,1797.34
5301,812.53
5301Sil,1728.08
5302,578.73
5303,881.97
5303Sil,1659.04
5303Vit,3974.70
5304,1593.34
5304Vit,5491.06
5305,562.13
5305Sil,1030.15
5306,1131.53
5307,874.29
5307Sil,1797.34
5307Vit,3615.35
5308,541.41
5310,515.91
5310Sil,810.62
5310Vit,2162.14
5311,525.03
5311Sil,824.94
5311Vit,2199.73
5312,577.88
5312Pol,1080.75
5312Sil,875.77
5313,578.73
5313Sil,877.28
5314,700.19
5315,874.29
5316,503.89
5316Sil,1106.15
5317,492.29
5317Pol,1081.19
5317Sil,810.62
5317Vit,2246.62
5319,660.80
5320,874.29
5321,533.12
5321Sil,837.75
5322,493.33
5322Sil,967.62
5323,541.41
5323Sil,818.44
5323Vit,2419.27
5324,541.41
5326,3417.63
5326Sil,5370.53
5326Vit,14321.24
5327,772.32
5328,1131.53
5329,772.32
5330,902.70
5330Sil,1668.58
5333,731.07
5334,1266.47
5335,1060.84
5336,862.48
5337,1131.53
5338,990.80
5339,607.32
5339Pol,1036.88
5340,1131.53
5341,1093.60
5345,772.32
5346,1447.01
5346Sil,2695.91
5346Vit,6016.34
5347,990.80
5348,660.80
5348Sil,1009.08
5349,731.07
5350,924.68
5350Sil,1690.73
5353,1214.66
5354,1656.56
5354Sil,2937.80
5355,1040.33
5355Pol,1614.06
5355Sil,1614.92
5355Vit,4304.12
5356,924.68
5356Sil,1659.04
5356Vit,3806.20
5357,1508.15
5358,1593.55
5360,1184.18
5361,874.29
5362,1188.12
5362Sil,1730.47
5362Vit,4614.41
5363,1435.60
5364,1689.73
5364Sil,2937.80
5365,1154.76
5365Sil,1635.79
5366,1366.58
5367,993.07
5370,2878.67
5371,1131.53
5372,1832.14
5373,1569.93
5374,1386.90
5374Sil,2591.23
5375,2052.48
5376,1575.73
5376Vit,6104.92
5381,2237.36
5381Sil,3515.84
5382,1643.92
5382Sil,2937.80
5383,2486.30
5384,2874.72
5385,1484.74
5385Pol,2608.84
5385Sil,3110.67
5390,1593.55
5391,2166.46
5391Sil,3404.69
5392,2223.27
5393,2052.48
5394,1681.66
5394Sil,3519.76
5394Vit,6701.87
5395,1649.32
5395Vit,6592.64
5400,607.32
5401,812.53
5402,607.32
5402Sil,925.93
5403,578.73
5405,660.80
5405Vit,3456.36
5406,675.51
5407,812.53
5407Sil,1555.43
5408,660.80
5409,700.19
5409/85,815.85
5410,815.01
5410Sil,1382.37
5412,578.73
5413,578.73
5414,607.32
5414Sil,1110.93
5415,990.80
5415Vit,3456.36
5416,1131.53
5417,660.80
5417Sil,1009.08
5418,924.68
5419,812.53
5420,578.73
5420Sil,877.28
5421,607.32
5422,578.73
5423,566.07
5423Sil,877.28
5423Vit,2764.96
5424,578.73
5424Vit,2339.56
5425,578.73
5426,874.29
5427,558.62
5427Pol,967.62
5427Sil,1008.66
5430,758.65
5431,607.32
5432,518.83
5433,453.32
5434,445.03
5434Sil,674.04
5435,1060.84
5435Vit,2592.11
5436,607.32
5440,3979.11
5442,3537.19
5442Sil,6669.31
5443,558.41
5444,477.77
5444Vit,2592.33
5445,578.73
5445Sil,876.86
5446,939.18
5450,1616.37
5451,1705.07
5452,2390.53
5453,2234.25
5454,2166.46
5455,924.68
5456,1831.72
5457,1281.82
5458,1318.50
5459,1585.68
5460,2390.53
5461,2052.48
5462,1266.47
5462Pol,2621.21
5462Sil,1966.28
5463,2217.06
5463Pol,3484.17
5463Sil,3484.17
5463Vit,9290.02
5464,1863.02
5465,3899.76
5466,3190.41
5467,1889.96
5468,2739.60
5469,3766.03
5470,1912.55
5471,2868.94
5472,3190.41
5473,2956.01
5474,3277.67
5475,990.80
5475Pol,1697.67
5475Sil,1584.77
5476,1485.36
5477,2274.89
5477Sil,4288.93
5478,2274.89
5478Sil,4288.93
5479,3074.97
5479Sil,5799.00
5480,6873.78
5481,2844.49
5482,3074.97
5484,542.85
5485,521.31
5485Sil,766.33
5486,731.07
5487,924.68
5488,660.80
5488Pol,1209.74
5488Sil,1211.48
5489,578.73
5489Sil,877.49
5490,967.16
5491,1131.53
5492,924.68
5493,924.68
5494,989.76
5495,990.80
5496,541.41
5497,623.49
5498,648.17
5499,562.13
5501,631.58
5502,603.19
5503,611.89
5504,990.80
5505,1374.05
5506,815.01
5507,578.73
5508,541.41
5509,1593.55
5510,541.41
5511,950.59
5512,983.54
5512Sil,1495.94
5513,1093.60
5513Sil,1495.94
5514,1293.42
5515,675.32
5516,731.07
5517,603.19
5518,815.01
5519,1322.03
5520,1366.58
5521,815.01
5522,731.07
5523,1266.47
5524,990.80
5525,516.33
5526,812.53
5527,607.32
5527Sil,1110.93
5528,607.32
5529,1214.66
5530,902.70
5531,1357.87
5532,731.07
5533,874.29
5534,700.19
5535,660.80
5536,978.36
5537,1266.47
5538,1293.42
5539,648.17
5539Sil,986.07
5540,874.29
5541,1127.59
5542,924.68
5544,1214.66
5545,3766.03
5546,812.53
5547,1426.08
5548,660.80
5548Sil,1555.43
5549,924.68
5549Sil,1365.65
5550,1060.84
5551,1710.25
5552,1434.99
5553,1433.12
5554,878.86
5555,1318.50
5556,455.80
5556Sil,716.15
5556Vit,1909.82
5557,874.29
5557Sil,1216.47
5558,2390.53
5559,2952.67
5560,2247.92
5561,506.17
5561Vit,2764.96
5562,874.29
5563,924.68
5564,2509.31
5564Sil,3961.43
5564Vit,10514.86
5565,2626.62
5566,3766.03
5567,2390.53
5568,2486.53
5568Sil,4688.00
5569,4414.39
5570,2474.47
5570Sil,3629.20
5573,1897.84
5574,1936.19
5580,675.32
5581,662.24
5582,1214.66
5583,2486.30
5585,1593.55
5586,941.66
5588,990.80
5588Pol,1414.95
5589,1509.81
5590,1248.42
5591,1318.50
5592,990.80
5593,950.59
5594,1248.42
5595,1593.34
5596,1131.53
5597,1266.47
5598,702.67
5599,1426.08
5600,1433.12
5601,990.80
5602,607.32
5603,1248.42
5604,1131.53
5605,968.60
5606,2671.20
5607,1093.60
5608,1741.13
5609,990.80
5610,1033.49
5611,874.29
5612,541.41
5613,578.73
5614,785.38
5615,558.41
5615Sil,877.07
5616,613.54
5617,731.07
5618,607.32
5619,660.80
5620,1040.33
5621,772.32
5623,1214.66
5624,624.32
5625,1966.65
5626,1318.50
5627,1318.50
5628,1741.13
5629,772.32
5631,607.32
5632,1214.66
5633,700.19
5634,471.55
5634Sil,697.91
5635,660.80
5636,1131.53
5637,1705.07
5638,607.32
5639,2168.34
5640,2581.84
5641,1508.15
5642,2354.89
5643,1643.92
5646,1508.15
5647,1105.41
5648,1426.08
5649,3280.99
5650,2509.31
5651,1754.60
5652,1937.01
5653,1741.13
5654,1485.36
5654Sil,2334.36
5654Vit,6225.01
5655,2409.60
5656,2051.83
5657,1593.55
5659,990.80
5660,2877.43
5661,1131.53
5662,2409.60
5663,1946.54
5664,3189.78
5666,2131.24
5667,3899.76
5668,3009.05
5669,662.24
5670,625.14
5671,660.80
5672,660.80
5673,990.80
5675,1513.34
5677,1513.34
5678,1214.66
5679,660.80
5680,990.80
5681,541.41
5681Sil,898.78
5682,2097.25
5683,1318.50
5685,2843.44
5686,1705.07
5687,2251.25
5688,1639.16
5689,812.53
5690,2354.89
5691,660.80
5692,1485.36
5694,1318.50
5695,1946.14
5696,1508.15
5697,2179.52
5698,924.68
5699,2094.96
5700,1728.69
5701,1485.36
5704,1184.18
5705,2671.20
5706,1131.53
5707,2052.48
5708,1689.73
5709,1184.18
5710,1485.36
5711,5710.10
5712,990.80
5713,2127.29
5714,1946.14
5715,1131.53
5716,1184.18
5717,2221.19
5718,1884.99
5719,1689.73
5720,2819.81
5721,3213.22
5722,1319.53
5723,3213.22
5724,1508.15
5725,1508.15
5726,2559.68
5727,1936.19
5728,2097.25
5729,1296.53
5730,3074.97
5731,1936.19
5732,1897.84
5733,1820.73
5734,2059.09
5735,2739.60
5736,2733.18
5737,4411.71
5738,1593.55
5739,2733.18
5740,5534.72
5741,2322.97
5742,3898.90
5743,4411.71
5744,2783.33
5745,2804.26
5746,5649.77
5748,3393.14
5749,4152.39
5750,4666.88
5751,4042.54
5752,1639.16
5753,1508.15
5754,1575.73
5755,874.29
5756,1566.82
5757,662.24
5758,827.05
5759,1435.60
5760,1386.90
5761,1184.18
5762,1831.72
5763,1139.21
5764,990.80
5765,1147.91
5766,2486.30
5767,2671.20
5769,660.80
5770,874.29
5771,753.87
5772,1509.00
5773,895.44
5774,1710.25
5775,1060.84
5776,2486.30
5777,1060.84
5778,1509.00
5779,1809.33
5780,1352.28
5781,2221.19
5782,1014.84
5783,1318.50
5784,1028.73
5785,924.68
5786,1643.92
5787,1131.53
5788,812.53
5789,1318.50
5790,1184.18
5791,1392.72
5792,816.26
5793,2097.25
5794,1513.34
5795,1508.15
5796,1513.34
5797,1809.33
5798,1741.13
5800,1754.60
5802,2097.25
5803,1689.73
5804,1508.15
5805,1386.90
5807,1131.53
5808,1832.14
5809,4411.71
5810,1689.73
5811,1979.51
5812,1966.65
5813,1936.19
5814,990.80
5815,516.33
5816,515.91
5816Sil,811.06
5816Vit,2419.27
5818,481.09
5818Sil,756.12
5818Vit,2016.23
5819,494.98
5820,700.19
5821,731.07
5822,812.53
5823,1184.18
5825,1318.50
5826,812.53
5827,1593.55
5829,1485.36
5830,924.68
5831,898.76
5831Pol,1388.66
5831Sil,1778.03
5833,660.80
5834,1131.53
5835,1093.60
5837,1322.03
5838,1195.59
5840,613.54
5841,2363.82
5842,1131.53
5843,3277.67
5844,1654.70
5850,607.32
5851,990.80
5852,874.29
5853,607.32
5854,660.80
5854Sil,1209.74
5855,812.53
5856,815.01
5857,541.41
5858,660.80
5859,1060.84
5860,1060.84
5861,874.29
5862,1214.66
5863,924.68
5864,1060.84
5865,1184.18
5866,1435.60
5867,1352.28
5868,1131.53
5869,1184.18
5870,2497.92
5871,863.52
5872,1131.53
5872Sil,2177.59
5874,1184.18
5876,1386.90
5877,1705.07
5878,874.29
5879,1741.13
5880,1508.15
5881,2390.53
5882,1184.18
5883,1435.60
5884,1435.60
5885,1897.84
5886,2831.43
5887,1643.92
5887Sil,2937.80
5888,1071.42
5888Pol,1931.74
5888Sil,2056.61
5888Vit,5482.78
5890,1154.76
5891,1696.99
5892,1710.25
5893,1277.04
5893Sil,2006.68
5893Vit,5351.42
5894,1435.60
5895,1754.60
5897,2716.80
5898,2486.30
5899,2984.58
5900,2144.49
5901,2166.46
5901Sil,3404.69
5902,1994.01
5903,3280.38
5904,2739.60
5904Sil,5541.66
5905,4668.51
5906,4411.71
5907,5287.87
5908Pol,3617.06
5909,3752.76
5910,4411.71
5911,3557.70
5912,4942.32
5913,2617.50
5914,4560.54
5915,5193.75
5916,5193.75
5917,5193.75
5918,4307.03
5918Pol,5302.58
5919,3182.13
5920,3752.76
5921,5018.61
5922,4853.02
5923,3240.17
5923Pol,6788.50
5924,6216.49
5926,6424.16
5927,7010.34
5928,4049.18
5929,3013.85
5930,515.91
5931,515.91
5933,660.80
5934,924.68
5935,951.40
5936,1060.84
5937,671.37
5938,1392.72
5939,1023.54
5941,990.80
5942,1318.50
5943,1509.00
5944,924.68
5945,1293.42
5946,731.07
5946Sil,1118.75
5947,812.53
5948,1111.84
5949,1060.84
5950,874.29
5951,1184.18
5951Sil,1839.24
5952,1509.00
5953,4411.71
5954,1974.12
5956,1093.60
5957,1060.84
5958,1710.25
5959,1060.84
5960,1214.66
5961,1184.18
5962,924.68
5962Sil,1713.08
5963,1032.46
5964,1318.50
5965,2094.96
5966,1349.59
5967,2140.34
5968,1809.33
5969,1966.65
5970,1881.67
5971,1773.68
5972,1513.34
5973,1790.47
5974,1569.93
5975,1831.72
5976,1435.60
5977,1958.98
5978,1214.66
5979,1946.14
5981,1958.98
5982,1142.72
5983,2322.97
5984,2733.18
5985,2419.97
5986,1946.14
5987,924.68
5988,1643.92
5989,3766.03
5990,1832.14
5991,1443.70
5992,1386.90
5993,1569.93
5994,2094.96
5995,1214.66
5995Vit,7574.39
5996,2289.38
5997,4039.64
5998,1827.99
5999,2217.06
6000,1508.15
6001,1227.30
6002,1232.48
6003,1754.60
6004,1665.47
6005,2617.50
6006,1151.65
6007,1844.37
6008,2168.54
6009,1827.99
6010,2166.46
6011,2617.50
6012,1925.62
6013,2094.96
6015,1426.08
6016,2274.89
6017,1710.25
6018,3190.41
6019,2585.58
6020,1184.18
6021,3898.90
6022,3664.49
6023,1710.25
6024,1593.34
6024Sil,2937.80
6025,1508.15
6025Pol,2370.18
6026Pol,1903.09
6026Vit,5412.62
6027,2509.31
6028,2028.23
6029,1710.25
6030,1936.19
6031,1439.12
6032,2288.96
6033,3898.90
6034,2223.27
6035,3510.46
6036,2497.92
6037,3074.97
6038,2956.01
6039,2092.89
6040,1508.15
6041,6834.57
6042,2520.70
6043,2739.60
6044,2166.46
6045,2520.70
6046,2144.49
6047,2144.49
6048,5318.96
6049,5860.76
6050,6216.49
6051,6216.49
6052,3766.03
6053,3009.05
6054,3190.41
6055,3254.47
6056,4538.56
6057,4538.56
6058,5443.52
6059,3190.41
6060Pol,3078.28
6061,578.73
6063,3646.64
6064,3766.03
6065,5838.18
6066,4668.51
6067,4942.32
6068,5287.87
6069,4202.16
6070,5067.54
6071,3537.19
6071Pol,5557.71
6072,5193.75
6073,4668.51
6074,3512.32
6074Pol,5357.91
6075,3637.11
6076,4980.04
6077,6491.53
6078,5838.18
6079,6739.01
6080,6082.35
6081,5838.18
6082,3277.67
6083,5962.98
6084,5962.98
6087,5193.75
6088,5076.65
6089,4094.79
6090,2874.72
6090Pol,4517.36
6092,5748.24
6093,7773.10
6094,965.28
6095,6537.10
6096,5193.75
6097,5860.76
6098,4444.65
6098Pol,9312.49
6099,1214.66
6100,1318.50
6101,2157.55
6102,1131.53
6102Sil,1753.26
6103,607.32
6104Pol,1234.05
6105,812.53
6105Sil,1480.31
6106,1293.42
6107,1443.70
6108,990.80
6108Sil,1541.97
6109,3254.47
6110,1131.53
6111Pol,1009.75
6112Pol,1009.75
6113,1718.97
6114,1184.18
6115,827.05
6116,607.32
6116Sil,1555.43
6117,812.53
6118Pol,1900.91
6120,554.26
6120Pol,871.20
6121Pol,810.62
6121Vit,1621.23
6122,515.91
6123Pol,876.86
6123Vit,2073.77
6124,675.32
6127,1384.42
6128,1227.30
6129,924.68
6130,1214.66
6131,1500.70
6132,2409.60
6135,1293.42
6136,1215.91
6138,874.29
6139,3537.19
6140,515.91
6141Pol,2135.23
6142,815.01
6142Sil,1495.06
6143,2072.57
6144,1060.84
6145,3388.38
6148,4142.65
6149,3995.28
6152,1880.84
6153,731.07
6153Sil,1342.86
6159,1500.91
6160,6639.95
6161,3302.16
6162,1266.47
6163,926.53
6164,1055.67
6165,874.29
6165Pol,1355.88
6170,2168.34
6171,3190.41
6172,1710.25
6173,578.73
6173Pol,1209.74
6173Vit,3456.36
6174,578.73
6175,5326.01
6175Pol,11154.85
6176,6216.49
